date,city,kitchen_id,item_name,category,price,orders,weekday,promo_flag,temperature,kitchen_capacity,delivery_distance_km,holiday_flag
2024-07-14,Mumbai,KFMU2,Cold Coffee,Beverages,362,68,Sunday,0,18,234,5.81,1
2024-11-26,Bangalore,KFBA4,Cold Coffee,Beverages,277,53,Tuesday,0,29,482,7.72,0
2024-07-28,Delhi,KFDE2,Veg Wrap,Snacks,195,29,Sunday,0,25,578,6.02,1
2024-04-12,Delhi,KFDE2,Pepperoni Pizza,Main Course,354,98,Friday,0,36,497,7.4,0
2024-11-17,Chennai,KFCH2,Margherita Pizza,Main Course,460,93,Sunday,0,38,211,3.75,1
2024-08-11,Bangalore,KFBA1,Brownie,Dessert,308,27,Sunday,0,36,573,3.59,1
2024-01-07,Chennai,KFCH4,Chicken Biryani,Main Course,476,41,Sunday,0,37,519,5.85,1
2024-08-17,Mumbai,KFMU3,Brownie,Dessert,229,19,Saturday,0,27,507,7.89,1
2024-12-01,Hyderabad,KFHY2,Chicken Wrap,Snacks,396,12,Sunday,0,35,576,3.15,1
2024-04-19,Bangalore,KFBA2,Chicken Wrap,Snacks,266,41,Friday,0,24,281,6.76,0
2024-11-13,Mumbai,KFMU4,Chicken Biryani,Main Course,148,80,Wednesday,0,20,325,1.14,0
2024-02-18,Bangalore,KFBA4,Chicken Wrap,Snacks,415,51,Sunday,0,25,270,0.94,1
2024-02-16,Pune,KFPU1,Chicken Biryani,Main Course,398,16,Friday,0,19,462,7.96,0
2024-02-20,Pune,KFPU3,Paneer Biryani,Main Course,284,90,Tuesday,0,25,492,2.23,0
2024-01-08,Bangalore,KFBA2,Margherita Pizza,Main Course,334,89,Monday,0,34,287,2.38,0
2024-05-25,Hyderabad,KFHY3,Cold Coffee,Beverages,274,76,Saturday,0,34,297,3.08,1
2024-01-02,Bangalore,KFBA2,Cold Coffee,Beverages,421,112,Tuesday,0,30,368,2.24,0
2024-09-29,Bangalore,KFBA3,Pepperoni Pizza,Main Course,415,57,Sunday,0,21,357,7.52,1
2024-02-20,Mumbai,KFMU1,Margherita Pizza,Main Course,298,87,Tuesday,0,35,519,4.23,0
2024-10-02,Kolkata,KFKO2,Veg Wrap,Snacks,280,53,Wednesday,0,35,480,5.02,0
2024-04-11,Kolkata,KFKO4,Margherita Pizza,Main Course,484,100,Thursday,0,28,357,6.48,0
2024-05-20,Hyderabad,KFHY2,Paneer Biryani,Main Course,220,102,Monday,1,33,332,1.33,0
2024-01-14,Pune,KFPU1,Margherita Pizza,Main Course,144,59,Sunday,0,22,355,5.85,1
2024-07-29,Chennai,KFCH2,Chicken Biryani,Main Course,345,86,Monday,0,25,449,3.8,0
2024-12-28,Chennai,KFCH4,Pepperoni Pizza,Main Course,301,97,Saturday,0,33,296,6.18,1
2024-03-14,Mumbai,KFMU4,Brownie,Dessert,184,7,Thursday,0,32,247,6.22,0
2024-08-29,Bangalore,KFBA3,Margherita Pizza,Main Course,161,43,Thursday,0,24,368,3.12,0
2024-06-19,Hyderabad,KFHY4,Margherita Pizza,Main Course,404,80,Wednesday,0,38,477,5.51,0
2024-09-11,Pune,KFPU3,Veg Wrap,Snacks,456,5,Wednesday,0,38,520,5.49,0
2024-03-01,Kolkata,KFKO2,Veg Wrap,Snacks,146,97,Friday,0,23,244,1.17,0
2024-06-22,Chennai,KFCH4,Brownie,Dessert,412,75,Saturday,0,35,524,5.88,1
2024-09-02,Mumbai,KFMU2,Chicken Wrap,Snacks,372,41,Monday,0,39,548,7.19,0
2024-11-15,Delhi,KFDE4,Margherita Pizza,Main Course,204,86,Friday,0,25,423,3.16,0
2024-09-03,Bangalore,KFBA3,Brownie,Dessert,474,7,Tuesday,0,31,444,6.98,0
2024-05-13,Pune,KFPU3,Margherita Pizza,Main Course,283,100,Monday,0,26,571,5.13,0
2024-04-06,Delhi,KFDE4,Margherita Pizza,Main Course,406,83,Saturday,0,30,540,2.2,1
2024-01-22,Mumbai,KFMU2,Brownie,Dessert,490,43,Monday,0,26,508,1.84,0
2024-09-04,Bangalore,KFBA2,Brownie,Dessert,260,7,Wednesday,0,38,484,1.78,0
2024-03-21,Mumbai,KFMU2,Chicken Biryani,Main Course,121,87,Thursday,0,37,592,3.49,0
2024-06-11,Mumbai,KFMU2,Pepperoni Pizza,Main Course,274,27,Tuesday,0,28,205,1.67,0
2024-05-20,Hyderabad,KFHY2,Chicken Wrap,Snacks,329,12,Monday,0,29,459,5.11,0
2024-07-08,Mumbai,KFMU1,Paneer Biryani,Main Course,220,20,Monday,0,30,564,7.92,0
2024-09-18,Pune,KFPU1,Margherita Pizza,Main Course,360,79,Wednesday,0,36,505,3.88,0
2024-11-12,Delhi,KFDE3,Chicken Wrap,Snacks,436,94,Tuesday,0,19,555,6.6,0
2024-09-06,Hyderabad,KFHY3,Chicken Wrap,Snacks,354,105,Friday,0,32,363,1.13,0
2024-09-29,Mumbai,KFMU4,Cold Coffee,Beverages,490,14,Sunday,0,29,281,5.27,1
2024-11-22,Mumbai,KFMU4,Margherita Pizza,Main Course,239,10,Friday,0,33,340,0.66,0
2024-01-21,Mumbai,KFMU2,Margherita Pizza,Main Course,473,99,Sunday,0,32,575,1.99,1
2024-03-25,Bangalore,KFBA2,Chicken Wrap,Snacks,343,106,Monday,0,23,404,3.64,0
2024-05-17,Hyderabad,KFHY4,Veg Wrap,Snacks,230,63,Friday,0,21,211,7.1,0
2024-09-20,Delhi,KFDE2,Chicken Biryani,Main Course,310,65,Friday,1,32,254,3.36,0
2024-05-19,Kolkata,KFKO4,Brownie,Dessert,306,36,Sunday,0,33,486,5.88,1
2024-10-27,Bangalore,KFBA3,Chicken Biryani,Main Course,325,20,Sunday,0,39,596,5.3,1
2024-12-12,Mumbai,KFMU4,Cold Coffee,Beverages,474,25,Thursday,0,35,507,2.17,0
2024-04-23,Delhi,KFDE2,Veg Wrap,Snacks,382,36,Tuesday,0,26,592,1.21,0
2024-01-20,Bangalore,KFBA1,Cold Coffee,Beverages,137,38,Saturday,1,18,227,3.36,1
2024-09-22,Hyderabad,KFHY3,Brownie,Dessert,434,102,Sunday,0,21,298,6.47,1
2024-09-10,Pune,KFPU1,Veg Wrap,Snacks,414,56,Tuesday,0,36,243,7.49,0
2024-02-05,Mumbai,KFMU2,Pepperoni Pizza,Main Course,463,93,Monday,1,24,560,5.39,0
2024-03-10,Chennai,KFCH3,Margherita Pizza,Main Course,434,27,Sunday,0,20,281,4.19,1
2024-01-18,Delhi,KFDE4,Brownie,Dessert,406,24,Thursday,0,29,246,5.98,0
2024-08-06,Pune,KFPU1,Veg Wrap,Snacks,253,56,Tuesday,0,31,427,4.85,0
2024-01-17,Pune,KFPU4,Paneer Biryani,Main Course,428,89,Wednesday,0,30,383,3.75,0
2024-07-01,Pune,KFPU3,Chicken Wrap,Snacks,277,80,Monday,0,24,285,4.56,0
2024-05-21,Bangalore,KFBA1,Brownie,Dessert,262,60,Tuesday,0,37,338,1.67,0
2024-11-20,Delhi,KFDE4,Pepperoni Pizza,Main Course,343,15,Wednesday,0,25,480,4.9,0
2024-05-04,Delhi,KFDE1,Brownie,Dessert,298,13,Saturday,0,38,244,2.15,1
2024-02-08,Hyderabad,KFHY2,Margherita Pizza,Main Course,435,87,Thursday,0,27,234,7.48,0
2024-03-21,Hyderabad,KFHY4,Cold Coffee,Beverages,345,99,Thursday,0,32,541,2.56,0
2024-10-24,Hyderabad,KFHY4,Margherita Pizza,Main Course,462,15,Thursday,0,25,252,4.17,0
2024-08-13,Chennai,KFCH1,Veg Wrap,Snacks,460,59,Tuesday,1,20,543,1.65,0
2024-05-12,Bangalore,KFBA4,Cold Coffee,Beverages,286,43,Sunday,0,39,500,1.0,1
2024-05-12,Kolkata,KFKO3,Brownie,Dessert,299,92,Sunday,0,28,459,3.99,1
2024-12-01,Bangalore,KFBA2,Cold Coffee,Beverages,139,126,Sunday,1,31,569,1.04,1
2024-07-04,Chennai,KFCH3,Chicken Wrap,Snacks,413,36,Thursday,1,32,422,4.21,0
2024-03-04,Bangalore,KFBA1,Chicken Biryani,Main Course,181,28,Monday,0,20,342,3.72,0
2024-12-08,Bangalore,KFBA3,Chicken Biryani,Main Course,314,113,Sunday,0,26,572,7.01,1
2024-03-31,Kolkata,KFKO2,Veg Wrap,Snacks,288,9,Sunday,0,19,419,1.91,1
2024-05-24,Delhi,KFDE3,Pepperoni Pizza,Main Course,420,80,Friday,0,23,344,6.62,0
2024-08-23,Bangalore,KFBA4,Chicken Wrap,Snacks,199,53,Friday,0,20,515,2.37,0
2024-06-23,Bangalore,KFBA3,Cold Coffee,Beverages,283,99,Sunday,0,25,423,0.96,1
2024-08-05,Mumbai,KFMU4,Chicken Wrap,Snacks,250,108,Monday,0,36,465,3.13,0
2024-02-10,Delhi,KFDE3,Paneer Biryani,Main Course,391,76,Saturday,0,39,358,6.58,1
2024-11-07,Kolkata,KFKO2,Chicken Biryani,Main Course,264,83,Thursday,0,36,320,1.34,0
2024-11-05,Bangalore,KFBA2,Brownie,Dessert,187,100,Tuesday,1,30,470,1.1,0
2024-02-19,Pune,KFPU4,Veg Wrap,Snacks,315,109,Monday,0,24,334,1.84,0
2024-03-02,Mumbai,KFMU1,Paneer Biryani,Main Course,333,32,Saturday,0,39,487,3.18,1
2024-10-10,Bangalore,KFBA4,Chicken Wrap,Snacks,341,102,Thursday,0,32,281,1.16,0
2024-05-04,Mumbai,KFMU4,Chicken Biryani,Main Course,172,11,Saturday,0,26,399,6.69,1
2024-04-06,Delhi,KFDE4,Margherita Pizza,Main Course,265,32,Saturday,1,24,352,5.6,1
2024-05-07,Chennai,KFCH3,Chicken Wrap,Snacks,443,30,Tuesday,0,25,468,6.97,0
2024-09-21,Kolkata,KFKO3,Margherita Pizza,Main Course,207,33,Saturday,0,32,223,5.46,1
2024-12-20,Hyderabad,KFHY2,Pepperoni Pizza,Main Course,213,84,Friday,0,38,281,6.33,0
2024-09-27,Delhi,KFDE2,Cold Coffee,Beverages,168,17,Friday,0,34,539,3.48,0
2024-10-26,Bangalore,KFBA2,Chicken Wrap,Snacks,125,55,Saturday,0,38,563,0.9,1
2024-03-29,Kolkata,KFKO2,Cold Coffee,Beverages,132,30,Friday,1,39,543,6.99,0
2024-09-11,Kolkata,KFKO1,Chicken Wrap,Snacks,312,16,Wednesday,0,28,545,3.78,0
2024-07-15,Hyderabad,KFHY4,Pepperoni Pizza,Main Course,465,98,Monday,0,34,599,7.13,0
2024-06-14,Delhi,KFDE1,Chicken Wrap,Snacks,174,53,Friday,1,18,359,7.72,0
2024-10-05,Chennai,KFCH2,Chicken Biryani,Main Course,335,78,Saturday,0,30,405,4.89,1
2024-03-15,Mumbai,KFMU1,Veg Wrap,Snacks,348,101,Friday,0,32,372,3.6,0
2024-12-23,Chennai,KFCH1,Cold Coffee,Beverages,445,72,Monday,0,28,205,7.33,0
2024-09-24,Delhi,KFDE3,Pepperoni Pizza,Main Course,322,57,Tuesday,0,25,212,3.63,0
2024-10-13,Hyderabad,KFHY3,Margherita Pizza,Main Course,150,94,Sunday,0,30,504,2.05,1
2024-09-26,Mumbai,KFMU2,Chicken Wrap,Snacks,433,128,Thursday,1,39,384,5.47,0
2024-01-21,Chennai,KFCH2,Chicken Wrap,Snacks,137,5,Sunday,0,29,323,2.34,1
2024-08-10,Hyderabad,KFHY2,Cold Coffee,Beverages,392,99,Saturday,0,37,489,4.04,1
2024-04-21,Hyderabad,KFHY4,Paneer Biryani,Main Course,380,101,Sunday,0,35,450,4.63,1
2024-01-15,Hyderabad,KFHY4,Chicken Wrap,Snacks,424,102,Monday,0,21,593,3.28,0
2024-05-20,Kolkata,KFKO1,Veg Wrap,Snacks,333,32,Monday,0,30,208,5.73,0
2024-12-02,Bangalore,KFBA1,Chicken Wrap,Snacks,287,26,Monday,0,38,220,3.25,0
2024-07-13,Chennai,KFCH4,Veg Wrap,Snacks,424,110,Saturday,0,34,580,1.08,1
2024-03-06,Delhi,KFDE2,Chicken Biryani,Main Course,476,83,Wednesday,0,35,537,4.33,0
2024-06-17,Pune,KFPU3,Margherita Pizza,Main Course,309,71,Monday,0,33,593,2.95,0
2024-11-07,Kolkata,KFKO3,Pepperoni Pizza,Main Course,297,67,Thursday,0,35,456,7.46,0
2024-05-07,Delhi,KFDE4,Chicken Biryani,Main Course,354,91,Tuesday,0,25,396,0.92,0
2024-06-12,Delhi,KFDE1,Brownie,Dessert,154,89,Wednesday,0,34,523,0.86,0
2024-06-05,Chennai,KFCH2,Brownie,Dessert,244,30,Wednesday,1,18,378,4.69,0
2024-06-15,Chennai,KFCH3,Margherita Pizza,Main Course,134,87,Saturday,0,25,218,4.18,1
2024-09-06,Bangalore,KFBA1,Margherita Pizza,Main Course,206,13,Friday,0,28,378,5.0,0
2024-03-29,Delhi,KFDE3,Pepperoni Pizza,Main Course,435,120,Friday,1,33,216,5.85,0
2024-12-26,Kolkata,KFKO3,Veg Wrap,Snacks,481,37,Thursday,0,23,249,1.08,0
2024-03-13,Mumbai,KFMU4,Chicken Wrap,Snacks,223,103,Wednesday,1,25,306,2.58,0
2024-10-01,Chennai,KFCH2,Paneer Biryani,Main Course,336,81,Tuesday,0,33,443,3.49,0
2024-06-04,Chennai,KFCH1,Paneer Biryani,Main Course,273,116,Tuesday,0,20,303,5.21,0
2024-06-21,Chennai,KFCH4,Chicken Biryani,Main Course,480,24,Friday,0,35,419,5.97,0
2024-12-27,Mumbai,KFMU4,Cold Coffee,Beverages,433,55,Friday,0,19,375,3.12,0
2024-08-28,Pune,KFPU2,Chicken Wrap,Snacks,419,99,Wednesday,0,24,552,2.84,0
2024-01-21,Mumbai,KFMU3,Chicken Biryani,Main Course,159,29,Sunday,0,35,448,6.86,1
2024-02-20,Hyderabad,KFHY3,Pepperoni Pizza,Main Course,157,53,Tuesday,0,35,203,7.41,0
2024-05-08,Mumbai,KFMU2,Chicken Wrap,Snacks,329,109,Wednesday,1,36,292,4.47,0
2024-01-05,Hyderabad,KFHY1,Chicken Biryani,Main Course,314,90,Friday,1,39,544,3.73,0
2024-04-27,Chennai,KFCH1,Margherita Pizza,Main Course,464,7,Saturday,0,20,430,4.87,1
2024-05-10,Kolkata,KFKO1,Chicken Wrap,Snacks,298,42,Friday,0,31,464,2.65,0
2024-01-23,Pune,KFPU3,Chicken Wrap,Snacks,274,30,Tuesday,0,21,534,0.9,0
2024-07-28,Chennai,KFCH3,Brownie,Dessert,451,70,Sunday,0,30,398,6.48,1
2024-08-21,Mumbai,KFMU1,Brownie,Dessert,252,21,Wednesday,0,35,495,0.98,0
2024-06-29,Hyderabad,KFHY3,Cold Coffee,Beverages,455,96,Saturday,1,18,327,7.65,1
2024-08-11,Delhi,KFDE1,Margherita Pizza,Main Course,487,103,Sunday,0,32,561,7.9,1
2024-03-18,Pune,KFPU4,Paneer Biryani,Main Course,342,37,Monday,1,27,571,4.79,0
2024-11-06,Chennai,KFCH1,Pepperoni Pizza,Main Course,175,102,Wednesday,0,25,314,6.3,0
2024-03-24,Kolkata,KFKO2,Brownie,Dessert,217,67,Sunday,0,31,474,6.23,1
2024-03-23,Delhi,KFDE4,Chicken Biryani,Main Course,250,42,Saturday,0,22,318,5.26,1
2024-10-16,Chennai,KFCH2,Pepperoni Pizza,Main Course,258,63,Wednesday,0,22,408,6.84,0
2024-12-17,Kolkata,KFKO3,Paneer Biryani,Main Course,221,17,Tuesday,1,39,430,1.98,0
2024-07-16,Mumbai,KFMU1,Veg Wrap,Snacks,287,102,Tuesday,0,36,421,1.0,0
2024-11-07,Chennai,KFCH1,Veg Wrap,Snacks,262,42,Thursday,0,38,256,6.23,0
2024-05-18,Bangalore,KFBA2,Pepperoni Pizza,Main Course,135,103,Saturday,0,37,351,0.68,1
2024-05-20,Hyderabad,KFHY3,Brownie,Dessert,214,101,Monday,0,33,566,7.21,0
2024-08-16,Kolkata,KFKO1,Brownie,Dessert,300,62,Friday,0,25,424,0.91,0
2024-05-06,Pune,KFPU2,Brownie,Dessert,293,102,Monday,0,38,312,1.59,0
2024-05-28,Kolkata,KFKO3,Veg Wrap,Snacks,236,26,Tuesday,0,34,259,4.9,0
2024-11-18,Delhi,KFDE4,Cold Coffee,Beverages,299,18,Monday,0,24,503,3.48,0
2024-04-09,Delhi,KFDE1,Brownie,Dessert,334,87,Tuesday,0,34,474,3.25,0
2024-05-16,Pune,KFPU1,Paneer Biryani,Main Course,230,48,Thursday,0,23,503,5.39,0
2024-06-02,Chennai,KFCH4,Brownie,Dessert,449,80,Sunday,0,20,421,4.41,1
2024-10-27,Bangalore,KFBA2,Chicken Biryani,Main Course,463,49,Sunday,0,34,389,7.75,1
2024-01-19,Bangalore,KFBA3,Cold Coffee,Beverages,352,96,Friday,1,22,303,7.86,0
2024-07-06,Hyderabad,KFHY2,Cold Coffee,Beverages,182,118,Saturday,0,37,235,2.87,1
2024-11-01,Pune,KFPU1,Chicken Biryani,Main Course,408,53,Friday,0,25,224,1.15,0
2024-11-26,Delhi,KFDE1,Veg Wrap,Snacks,476,95,Tuesday,0,36,468,1.12,0
2024-10-29,Bangalore,KFBA2,Margherita Pizza,Main Course,232,51,Tuesday,0,28,230,6.76,0
2024-09-30,Kolkata,KFKO3,Pepperoni Pizza,Main Course,443,6,Monday,0,37,263,1.94,0
2024-01-31,Chennai,KFCH4,Margherita Pizza,Main Course,484,50,Wednesday,1,39,379,3.87,0
2024-01-26,Mumbai,KFMU1,Chicken Wrap,Snacks,282,85,Friday,0,30,535,2.18,0
2024-02-16,Pune,KFPU3,Chicken Wrap,Snacks,252,35,Friday,0,36,266,4.23,0
2024-06-20,Chennai,KFCH4,Brownie,Dessert,377,74,Thursday,0,34,287,1.13,0
2024-12-23,Kolkata,KFKO2,Brownie,Dessert,262,64,Monday,0,23,270,1.3,0
2024-12-11,Hyderabad,KFHY2,Chicken Biryani,Main Course,290,115,Wednesday,0,31,267,5.07,0
2024-07-05,Pune,KFPU4,Cold Coffee,Beverages,469,104,Friday,0,32,591,7.31,0
2024-05-06,Pune,KFPU1,Veg Wrap,Snacks,219,27,Monday,0,32,226,3.44,0
2024-01-07,Delhi,KFDE2,Margherita Pizza,Main Course,467,5,Sunday,0,33,449,7.55,1
2024-04-15,Mumbai,KFMU4,Chicken Wrap,Snacks,266,119,Monday,0,28,568,1.6,0
2024-11-01,Pune,KFPU4,Chicken Biryani,Main Course,278,16,Friday,0,19,310,0.58,0
2024-02-24,Delhi,KFDE1,Chicken Biryani,Main Course,264,51,Saturday,0,19,257,1.94,1
2024-06-26,Chennai,KFCH1,Pepperoni Pizza,Main Course,482,109,Wednesday,0,32,400,4.52,0
2024-12-22,Mumbai,KFMU4,Pepperoni Pizza,Main Course,172,110,Sunday,0,19,255,4.51,1
2024-04-01,Mumbai,KFMU2,Chicken Biryani,Main Course,350,80,Monday,0,21,433,1.53,0
2024-05-26,Mumbai,KFMU3,Veg Wrap,Snacks,306,46,Sunday,0,34,582,7.87,1
2024-08-22,Hyderabad,KFHY1,Chicken Wrap,Snacks,497,77,Thursday,0,32,587,6.91,0
2024-06-22,Kolkata,KFKO4,Veg Wrap,Snacks,478,31,Saturday,0,26,225,3.19,1
2024-11-27,Mumbai,KFMU4,Cold Coffee,Beverages,350,48,Wednesday,0,21,532,6.03,0
2024-05-19,Chennai,KFCH1,Paneer Biryani,Main Course,451,59,Sunday,1,37,577,1.2,1
2024-09-25,Mumbai,KFMU4,Margherita Pizza,Main Course,185,49,Wednesday,1,35,376,4.16,0
2024-12-23,Mumbai,KFMU2,Chicken Wrap,Snacks,183,10,Monday,0,33,312,3.54,0
2024-06-17,Mumbai,KFMU3,Brownie,Dessert,411,58,Monday,0,21,219,6.8,0
2024-06-10,Bangalore,KFBA3,Chicken Wrap,Snacks,340,108,Monday,0,36,344,3.72,0
2024-04-26,Chennai,KFCH4,Paneer Biryani,Main Course,141,25,Friday,0,31,244,5.77,0
2024-08-30,Pune,KFPU2,Pepperoni Pizza,Main Course,350,94,Friday,0,33,225,4.43,0
2024-09-09,Hyderabad,KFHY1,Chicken Wrap,Snacks,234,19,Monday,0,24,286,4.31,0
2024-06-03,Hyderabad,KFHY3,Brownie,Dessert,396,24,Monday,0,19,304,0.58,0
2024-12-01,Delhi,KFDE1,Cold Coffee,Beverages,255,50,Sunday,0,29,536,3.98,1
2024-09-22,Delhi,KFDE1,Paneer Biryani,Main Course,241,50,Sunday,0,38,225,3.75,1
2024-09-13,Chennai,KFCH4,Paneer Biryani,Main Course,233,108,Friday,0,21,538,6.46,0
2024-09-04,Pune,KFPU4,Cold Coffee,Beverages,209,20,Wednesday,0,21,340,6.92,0
2024-12-31,Bangalore,KFBA3,Chicken Biryani,Main Course,482,18,Tuesday,1,31,424,7.08,0
2024-01-28,Pune,KFPU3,Chicken Biryani,Main Course,127,7,Sunday,0,37,378,2.8,1
2024-02-29,Pune,KFPU1,Pepperoni Pizza,Main Course,359,97,Thursday,0,23,204,1.19,0
2024-06-24,Mumbai,KFMU3,Cold Coffee,Beverages,242,35,Monday,0,30,542,2.48,0
2024-03-14,Chennai,KFCH4,Margherita Pizza,Main Course,443,107,Thursday,0,36,588,0.54,0
2024-01-15,Delhi,KFDE3,Margherita Pizza,Main Course,410,48,Monday,0,33,457,7.77,0
2024-03-06,Mumbai,KFMU4,Margherita Pizza,Main Course,439,109,Wednesday,0,26,598,4.53,0
2024-10-10,Pune,KFPU2,Margherita Pizza,Main Course,175,97,Thursday,0,39,522,5.46,0
2024-12-08,Kolkata,KFKO2,Brownie,Dessert,133,99,Sunday,0,30,465,3.02,1
2024-11-04,Mumbai,KFMU4,Pepperoni Pizza,Main Course,490,70,Monday,0,34,366,5.1,0
2024-04-04,Hyderabad,KFHY4,Brownie,Dessert,302,82,Thursday,1,21,359,5.67,0
2024-01-27,Mumbai,KFMU2,Veg Wrap,Snacks,356,117,Saturday,0,33,479,4.62,1
2024-06-10,Delhi,KFDE4,Chicken Wrap,Snacks,207,55,Monday,0,29,481,6.52,0
2024-08-12,Mumbai,KFMU2,Brownie,Dessert,174,5,Monday,0,37,280,6.34,0
2024-02-16,Pune,KFPU4,Brownie,Dessert,232,92,Friday,0,24,481,3.28,0
2024-04-12,Kolkata,KFKO2,Cold Coffee,Beverages,430,94,Friday,0,20,489,6.01,0
2024-12-01,Bangalore,KFBA2,Cold Coffee,Beverages,246,75,Sunday,1,34,461,3.29,1
2024-01-31,Delhi,KFDE2,Chicken Wrap,Snacks,277,87,Wednesday,0,34,474,2.2,0
2024-02-14,Pune,KFPU1,Paneer Biryani,Main Course,230,116,Wednesday,0,21,460,2.13,0
2024-11-27,Hyderabad,KFHY3,Veg Wrap,Snacks,305,14,Wednesday,0,30,459,4.97,0
2024-05-17,Chennai,KFCH4,Paneer Biryani,Main Course,324,54,Friday,0,27,530,5.04,0
2024-08-23,Kolkata,KFKO3,Veg Wrap,Snacks,442,29,Friday,0,22,376,1.67,0
2024-12-20,Hyderabad,KFHY3,Cold Coffee,Beverages,390,7,Friday,0,18,522,7.48,0
2024-08-12,Kolkata,KFKO3,Pepperoni Pizza,Main Course,360,109,Monday,0,27,597,1.03,0
2024-10-07,Chennai,KFCH2,Chicken Wrap,Snacks,125,23,Monday,0,34,238,3.35,0
2024-12-05,Hyderabad,KFHY2,Paneer Biryani,Main Course,290,13,Thursday,0,25,406,7.03,0
2024-04-17,Chennai,KFCH1,Chicken Wrap,Snacks,415,21,Wednesday,0,27,447,2.64,0
2024-04-21,Delhi,KFDE1,Pepperoni Pizza,Main Course,397,76,Sunday,0,31,273,0.59,1
2024-05-19,Kolkata,KFKO1,Veg Wrap,Snacks,287,114,Sunday,0,36,326,7.13,1
2024-03-07,Hyderabad,KFHY3,Chicken Biryani,Main Course,446,72,Thursday,0,27,221,3.39,0
2024-02-23,Hyderabad,KFHY4,Veg Wrap,Snacks,369,73,Friday,0,39,205,7.83,0
2024-07-04,Chennai,KFCH2,Cold Coffee,Beverages,254,62,Thursday,0,25,512,6.86,0
2024-06-15,Delhi,KFDE2,Margherita Pizza,Main Course,226,110,Saturday,0,23,535,5.91,1
2024-02-01,Mumbai,KFMU3,Margherita Pizza,Main Course,349,64,Thursday,0,20,396,1.81,0
2024-11-19,Hyderabad,KFHY3,Brownie,Dessert,370,5,Tuesday,0,22,532,5.58,0
2024-04-30,Hyderabad,KFHY1,Brownie,Dessert,327,67,Tuesday,1,37,525,1.31,0
2024-12-05,Delhi,KFDE2,Pepperoni Pizza,Main Course,141,94,Thursday,0,32,318,6.49,0
2024-09-15,Pune,KFPU4,Pepperoni Pizza,Main Course,325,48,Sunday,0,37,243,7.8,1
2024-12-09,Hyderabad,KFHY3,Chicken Wrap,Snacks,406,42,Monday,0,27,513,7.21,0
2024-08-30,Delhi,KFDE4,Margherita Pizza,Main Course,493,113,Friday,1,38,352,4.54,0
2024-01-08,Pune,KFPU1,Pepperoni Pizza,Main Course,371,29,Monday,0,26,243,7.95,0
2024-10-15,Delhi,KFDE3,Chicken Wrap,Snacks,368,72,Tuesday,0,33,235,3.33,0
2024-01-03,Delhi,KFDE4,Cold Coffee,Beverages,131,19,Wednesday,0,22,461,1.98,0
2024-09-19,Hyderabad,KFHY4,Brownie,Dessert,261,63,Thursday,1,23,525,6.92,0
2024-09-02,Bangalore,KFBA1,Margherita Pizza,Main Course,380,23,Monday,0,26,291,3.44,0
2024-12-03,Hyderabad,KFHY4,Chicken Wrap,Snacks,176,76,Tuesday,0,18,582,0.72,0
2024-04-17,Kolkata,KFKO1,Chicken Biryani,Main Course,418,50,Wednesday,0,35,286,4.5,0
2024-03-18,Kolkata,KFKO1,Pepperoni Pizza,Main Course,335,60,Monday,0,23,344,4.21,0
2024-07-24,Chennai,KFCH1,Brownie,Dessert,123,47,Wednesday,0,25,287,3.6,0
2024-03-05,Mumbai,KFMU2,Cold Coffee,Beverages,218,15,Tuesday,0,32,243,3.99,0
2024-10-27,Bangalore,KFBA3,Cold Coffee,Beverages,408,59,Sunday,0,25,525,5.13,1
2024-11-09,Delhi,KFDE2,Veg Wrap,Snacks,121,115,Saturday,1,23,391,4.24,1
2024-11-12,Delhi,KFDE2,Pepperoni Pizza,Main Course,413,65,Tuesday,0,21,446,3.68,0
2024-06-21,Chennai,KFCH4,Chicken Wrap,Snacks,161,121,Friday,1,25,516,6.27,0
2024-10-20,Delhi,KFDE1,Chicken Biryani,Main Course,403,17,Sunday,0,29,524,4.9,1
2024-06-14,Chennai,KFCH3,Cold Coffee,Beverages,197,111,Friday,0,27,247,5.8,0
2024-06-06,Chennai,KFCH2,Brownie,Dessert,144,66,Thursday,0,18,378,4.1,0
2024-09-17,Hyderabad,KFHY4,Brownie,Dessert,360,65,Tuesday,0,33,274,7.42,0
2024-01-10,Bangalore,KFBA3,Paneer Biryani,Main Course,305,55,Wednesday,1,18,204,4.1,0
2024-05-07,Chennai,KFCH4,Cold Coffee,Beverages,427,45,Tuesday,1,36,388,6.21,0
2024-01-22,Bangalore,KFBA4,Pepperoni Pizza,Main Course,479,89,Monday,0,22,271,1.68,0
2024-02-09,Chennai,KFCH3,Veg Wrap,Snacks,245,39,Friday,0,27,261,4.62,0
2024-11-14,Chennai,KFCH4,Brownie,Dessert,295,61,Thursday,0,35,508,5.94,0
2024-05-06,Pune,KFPU1,Pepperoni Pizza,Main Course,165,94,Monday,0,29,563,3.33,0
2024-07-09,Delhi,KFDE2,Cold Coffee,Beverages,153,45,Tuesday,0,34,488,7.31,0
2024-04-16,Mumbai,KFMU1,Veg Wrap,Snacks,324,64,Tuesday,0,23,583,5.35,0
2024-01-19,Mumbai,KFMU4,Veg Wrap,Snacks,193,30,Friday,0,28,587,3.52,0
2024-12-21,Mumbai,KFMU1,Chicken Biryani,Main Course,497,68,Saturday,0,35,551,5.24,1
